data;label;
dogCatTraining/images/Abyssinian_80.jpg;dogCatTraining/annotations/trimaps/Abyssinian_80.png;
dogCatTraining/images/Abyssinian_81.jpg;dogCatTraining/annotations/trimaps/Abyssinian_81.png;
dogCatTraining/images/Abyssinian_82.jpg;dogCatTraining/annotations/trimaps/Abyssinian_82.png;
dogCatTraining/images/Abyssinian_83.jpg;dogCatTraining/annotations/trimaps/Abyssinian_83.png;
dogCatTraining/images/Abyssinian_84.jpg;dogCatTraining/annotations/trimaps/Abyssinian_84.png;
dogCatTraining/images/Abyssinian_85.jpg;dogCatTraining/annotations/trimaps/Abyssinian_85.png;
dogCatTraining/images/Abyssinian_86.jpg;dogCatTraining/annotations/trimaps/Abyssinian_86.png;
dogCatTraining/images/Abyssinian_87.jpg;dogCatTraining/annotations/trimaps/Abyssinian_87.png;
dogCatTraining/images/Abyssinian_88.jpg;dogCatTraining/annotations/trimaps/Abyssinian_88.png;
dogCatTraining/images/Abyssinian_89.jpg;dogCatTraining/annotations/trimaps/Abyssinian_89.png;
dogCatTraining/images/Abyssinian_90.jpg;dogCatTraining/annotations/trimaps/Abyssinian_90.png;
dogCatTraining/images/Abyssinian_91.jpg;dogCatTraining/annotations/trimaps/Abyssinian_91.png;
dogCatTraining/images/Abyssinian_92.jpg;dogCatTraining/annotations/trimaps/Abyssinian_92.png;
dogCatTraining/images/Abyssinian_93.jpg;dogCatTraining/annotations/trimaps/Abyssinian_93.png;
dogCatTraining/images/Abyssinian_94.jpg;dogCatTraining/annotations/trimaps/Abyssinian_94.png;
dogCatTraining/images/Abyssinian_95.jpg;dogCatTraining/annotations/trimaps/Abyssinian_95.png;
dogCatTraining/images/Abyssinian_96.jpg;dogCatTraining/annotations/trimaps/Abyssinian_96.png;
dogCatTraining/images/Abyssinian_97.jpg;dogCatTraining/annotations/trimaps/Abyssinian_97.png;
dogCatTraining/images/Abyssinian_98.jpg;dogCatTraining/annotations/trimaps/Abyssinian_98.png;
dogCatTraining/images/Abyssinian_99.jpg;dogCatTraining/annotations/trimaps/Abyssinian_99.png;
dogCatTraining/images/Abyssinian_100.jpg;dogCatTraining/annotations/trimaps/Abyssinian_100.png;
dogCatTraining/images/Abyssinian_101.jpg;dogCatTraining/annotations/trimaps/Abyssinian_101.png;
dogCatTraining/images/Abyssinian_102.jpg;dogCatTraining/annotations/trimaps/Abyssinian_102.png;
dogCatTraining/images/Abyssinian_103.jpg;dogCatTraining/annotations/trimaps/Abyssinian_103.png;
dogCatTraining/images/Abyssinian_104.jpg;dogCatTraining/annotations/trimaps/Abyssinian_104.png;
dogCatTraining/images/Abyssinian_105.jpg;dogCatTraining/annotations/trimaps/Abyssinian_105.png;
dogCatTraining/images/Abyssinian_106.jpg;dogCatTraining/annotations/trimaps/Abyssinian_106.png;
dogCatTraining/images/Abyssinian_107.jpg;dogCatTraining/annotations/trimaps/Abyssinian_107.png;
dogCatTraining/images/Abyssinian_108.jpg;dogCatTraining/annotations/trimaps/Abyssinian_108.png;
dogCatTraining/images/Abyssinian_109.jpg;dogCatTraining/annotations/trimaps/Abyssinian_109.png;
dogCatTraining/images/Abyssinian_110.jpg;dogCatTraining/annotations/trimaps/Abyssinian_110.png;
dogCatTraining/images/Abyssinian_111.jpg;dogCatTraining/annotations/trimaps/Abyssinian_111.png;
dogCatTraining/images/Abyssinian_112.jpg;dogCatTraining/annotations/trimaps/Abyssinian_112.png;
dogCatTraining/images/Abyssinian_113.jpg;dogCatTraining/annotations/trimaps/Abyssinian_113.png;
dogCatTraining/images/Abyssinian_114.jpg;dogCatTraining/annotations/trimaps/Abyssinian_114.png;
dogCatTraining/images/Abyssinian_115.jpg;dogCatTraining/annotations/trimaps/Abyssinian_115.png;
dogCatTraining/images/Abyssinian_116.jpg;dogCatTraining/annotations/trimaps/Abyssinian_116.png;
dogCatTraining/images/Abyssinian_117.jpg;dogCatTraining/annotations/trimaps/Abyssinian_117.png;
dogCatTraining/images/Abyssinian_118.jpg;dogCatTraining/annotations/trimaps/Abyssinian_118.png;
dogCatTraining/images/Abyssinian_119.jpg;dogCatTraining/annotations/trimaps/Abyssinian_119.png;
dogCatTraining/images/Abyssinian_120.jpg;dogCatTraining/annotations/trimaps/Abyssinian_120.png;
dogCatTraining/images/Abyssinian_121.jpg;dogCatTraining/annotations/trimaps/Abyssinian_121.png;
dogCatTraining/images/Abyssinian_122.jpg;dogCatTraining/annotations/trimaps/Abyssinian_122.png;
dogCatTraining/images/Abyssinian_123.jpg;dogCatTraining/annotations/trimaps/Abyssinian_123.png;
dogCatTraining/images/Abyssinian_124.jpg;dogCatTraining/annotations/trimaps/Abyssinian_124.png;
dogCatTraining/images/Abyssinian_125.jpg;dogCatTraining/annotations/trimaps/Abyssinian_125.png;
dogCatTraining/images/Abyssinian_126.jpg;dogCatTraining/annotations/trimaps/Abyssinian_126.png;
dogCatTraining/images/Abyssinian_127.jpg;dogCatTraining/annotations/trimaps/Abyssinian_127.png;
dogCatTraining/images/Abyssinian_128.jpg;dogCatTraining/annotations/trimaps/Abyssinian_128.png;
dogCatTraining/images/Abyssinian_129.jpg;dogCatTraining/annotations/trimaps/Abyssinian_129.png;
dogCatTraining/images/Abyssinian_130.jpg;dogCatTraining/annotations/trimaps/Abyssinian_130.png;
dogCatTraining/images/Abyssinian_131.jpg;dogCatTraining/annotations/trimaps/Abyssinian_131.png;
dogCatTraining/images/Abyssinian_132.jpg;dogCatTraining/annotations/trimaps/Abyssinian_132.png;
dogCatTraining/images/Abyssinian_133.jpg;dogCatTraining/annotations/trimaps/Abyssinian_133.png;
dogCatTraining/images/Abyssinian_134.jpg;dogCatTraining/annotations/trimaps/Abyssinian_134.png;
dogCatTraining/images/Abyssinian_135.jpg;dogCatTraining/annotations/trimaps/Abyssinian_135.png;
dogCatTraining/images/Abyssinian_136.jpg;dogCatTraining/annotations/trimaps/Abyssinian_136.png;
dogCatTraining/images/Abyssinian_137.jpg;dogCatTraining/annotations/trimaps/Abyssinian_137.png;
dogCatTraining/images/Abyssinian_138.jpg;dogCatTraining/annotations/trimaps/Abyssinian_138.png;
dogCatTraining/images/Abyssinian_139.jpg;dogCatTraining/annotations/trimaps/Abyssinian_139.png;
dogCatTraining/images/Abyssinian_140.jpg;dogCatTraining/annotations/trimaps/Abyssinian_140.png;
dogCatTraining/images/Abyssinian_141.jpg;dogCatTraining/annotations/trimaps/Abyssinian_141.png;
dogCatTraining/images/Abyssinian_142.jpg;dogCatTraining/annotations/trimaps/Abyssinian_142.png;
dogCatTraining/images/Abyssinian_143.jpg;dogCatTraining/annotations/trimaps/Abyssinian_143.png;
dogCatTraining/images/Abyssinian_144.jpg;dogCatTraining/annotations/trimaps/Abyssinian_144.png;
dogCatTraining/images/Abyssinian_145.jpg;dogCatTraining/annotations/trimaps/Abyssinian_145.png;
dogCatTraining/images/Abyssinian_146.jpg;dogCatTraining/annotations/trimaps/Abyssinian_146.png;
dogCatTraining/images/Abyssinian_148.jpg;dogCatTraining/annotations/trimaps/Abyssinian_148.png;
dogCatTraining/images/Abyssinian_149.jpg;dogCatTraining/annotations/trimaps/Abyssinian_149.png;
dogCatTraining/images/Abyssinian_150.jpg;dogCatTraining/annotations/trimaps/Abyssinian_150.png;
dogCatTraining/images/Abyssinian_151.jpg;dogCatTraining/annotations/trimaps/Abyssinian_151.png;
dogCatTraining/images/Abyssinian_152.jpg;dogCatTraining/annotations/trimaps/Abyssinian_152.png;
dogCatTraining/images/Abyssinian_153.jpg;dogCatTraining/annotations/trimaps/Abyssinian_153.png;
dogCatTraining/images/Abyssinian_154.jpg;dogCatTraining/annotations/trimaps/Abyssinian_154.png;
dogCatTraining/images/Abyssinian_155.jpg;dogCatTraining/annotations/trimaps/Abyssinian_155.png;
dogCatTraining/images/Abyssinian_156.jpg;dogCatTraining/annotations/trimaps/Abyssinian_156.png;
dogCatTraining/images/Abyssinian_157.jpg;dogCatTraining/annotations/trimaps/Abyssinian_157.png;
dogCatTraining/images/Abyssinian_158.jpg;dogCatTraining/annotations/trimaps/Abyssinian_158.png;
dogCatTraining/images/Abyssinian_159.jpg;dogCatTraining/annotations/trimaps/Abyssinian_159.png;
dogCatTraining/images/Abyssinian_160.jpg;dogCatTraining/annotations/trimaps/Abyssinian_160.png;
dogCatTraining/images/Abyssinian_161.jpg;dogCatTraining/annotations/trimaps/Abyssinian_161.png;
dogCatTraining/images/Abyssinian_164.jpg;dogCatTraining/annotations/trimaps/Abyssinian_164.png;
dogCatTraining/images/Abyssinian_165.jpg;dogCatTraining/annotations/trimaps/Abyssinian_165.png;
dogCatTraining/images/Abyssinian_166.jpg;dogCatTraining/annotations/trimaps/Abyssinian_166.png;
dogCatTraining/images/Abyssinian_167.jpg;dogCatTraining/annotations/trimaps/Abyssinian_167.png;
dogCatTraining/images/Abyssinian_168.jpg;dogCatTraining/annotations/trimaps/Abyssinian_168.png;
dogCatTraining/images/Abyssinian_169.jpg;dogCatTraining/annotations/trimaps/Abyssinian_169.png;
dogCatTraining/images/Abyssinian_170.jpg;dogCatTraining/annotations/trimaps/Abyssinian_170.png;
dogCatTraining/images/Abyssinian_172.jpg;dogCatTraining/annotations/trimaps/Abyssinian_172.png;
dogCatTraining/images/Abyssinian_173.jpg;dogCatTraining/annotations/trimaps/Abyssinian_173.png;
dogCatTraining/images/Abyssinian_174.jpg;dogCatTraining/annotations/trimaps/Abyssinian_174.png;
dogCatTraining/images/Abyssinian_175.jpg;dogCatTraining/annotations/trimaps/Abyssinian_175.png;
dogCatTraining/images/Abyssinian_176.jpg;dogCatTraining/annotations/trimaps/Abyssinian_176.png;
dogCatTraining/images/Abyssinian_177.jpg;dogCatTraining/annotations/trimaps/Abyssinian_177.png;
dogCatTraining/images/Abyssinian_178.jpg;dogCatTraining/annotations/trimaps/Abyssinian_178.png;
dogCatTraining/images/Abyssinian_179.jpg;dogCatTraining/annotations/trimaps/Abyssinian_179.png;
dogCatTraining/images/Abyssinian_180.jpg;dogCatTraining/annotations/trimaps/Abyssinian_180.png;
dogCatTraining/images/Abyssinian_181.jpg;dogCatTraining/annotations/trimaps/Abyssinian_181.png;
dogCatTraining/images/Abyssinian_182.jpg;dogCatTraining/annotations/trimaps/Abyssinian_182.png;
dogCatTraining/images/Abyssinian_183.jpg;dogCatTraining/annotations/trimaps/Abyssinian_183.png;
dogCatTraining/images/Abyssinian_184.jpg;dogCatTraining/annotations/trimaps/Abyssinian_184.png;
dogCatTraining/images/Abyssinian_185.jpg;dogCatTraining/annotations/trimaps/Abyssinian_185.png;
dogCatTraining/images/Abyssinian_190.jpg;dogCatTraining/annotations/trimaps/Abyssinian_190.png;
dogCatTraining/images/Abyssinian_191.jpg;dogCatTraining/annotations/trimaps/Abyssinian_191.png;
dogCatTraining/images/Abyssinian_192.jpg;dogCatTraining/annotations/trimaps/Abyssinian_192.png;
dogCatTraining/images/Abyssinian_193.jpg;dogCatTraining/annotations/trimaps/Abyssinian_193.png;
dogCatTraining/images/Abyssinian_195.jpg;dogCatTraining/annotations/trimaps/Abyssinian_195.png;
dogCatTraining/images/Abyssinian_196.jpg;dogCatTraining/annotations/trimaps/Abyssinian_196.png;
dogCatTraining/images/Abyssinian_197.jpg;dogCatTraining/annotations/trimaps/Abyssinian_197.png;
dogCatTraining/images/Abyssinian_201.jpg;dogCatTraining/annotations/trimaps/Abyssinian_201.png;
dogCatTraining/images/Abyssinian_202.jpg;dogCatTraining/annotations/trimaps/Abyssinian_202.png;
dogCatTraining/images/Abyssinian_204.jpg;dogCatTraining/annotations/trimaps/Abyssinian_204.png;
dogCatTraining/images/Abyssinian_205.jpg;dogCatTraining/annotations/trimaps/Abyssinian_205.png;
dogCatTraining/images/Abyssinian_206.jpg;dogCatTraining/annotations/trimaps/Abyssinian_206.png;
dogCatTraining/images/Abyssinian_207.jpg;dogCatTraining/annotations/trimaps/Abyssinian_207.png;
dogCatTraining/images/Abyssinian_210.jpg;dogCatTraining/annotations/trimaps/Abyssinian_210.png;
dogCatTraining/images/Abyssinian_212.jpg;dogCatTraining/annotations/trimaps/Abyssinian_212.png;
dogCatTraining/images/Abyssinian_213.jpg;dogCatTraining/annotations/trimaps/Abyssinian_213.png;
dogCatTraining/images/Abyssinian_215.jpg;dogCatTraining/annotations/trimaps/Abyssinian_215.png;
dogCatTraining/images/Abyssinian_216.jpg;dogCatTraining/annotations/trimaps/Abyssinian_216.png;
dogCatTraining/images/Abyssinian_217.jpg;dogCatTraining/annotations/trimaps/Abyssinian_217.png;
dogCatTraining/images/Abyssinian_219.jpg;dogCatTraining/annotations/trimaps/Abyssinian_219.png;
dogCatTraining/images/Abyssinian_220.jpg;dogCatTraining/annotations/trimaps/Abyssinian_220.png;
dogCatTraining/images/Abyssinian_221.jpg;dogCatTraining/annotations/trimaps/Abyssinian_221.png;
dogCatTraining/images/Abyssinian_223.jpg;dogCatTraining/annotations/trimaps/Abyssinian_223.png;
dogCatTraining/images/Abyssinian_224.jpg;dogCatTraining/annotations/trimaps/Abyssinian_224.png;
dogCatTraining/images/Abyssinian_225.jpg;dogCatTraining/annotations/trimaps/Abyssinian_225.png;
dogCatTraining/images/Abyssinian_226.jpg;dogCatTraining/annotations/trimaps/Abyssinian_226.png;
dogCatTraining/images/Abyssinian_228.jpg;dogCatTraining/annotations/trimaps/Abyssinian_228.png;
dogCatTraining/images/Abyssinian_230.jpg;dogCatTraining/annotations/trimaps/Abyssinian_230.png;
dogCatTraining/images/Abyssinian_232.jpg;dogCatTraining/annotations/trimaps/Abyssinian_232.png;
dogCatTraining/images/american_bulldog_2.jpg;dogCatTraining/annotations/trimaps/american_bulldog_2.png;
dogCatTraining/images/american_bulldog_3.jpg;dogCatTraining/annotations/trimaps/american_bulldog_3.png;
dogCatTraining/images/american_bulldog_5.jpg;dogCatTraining/annotations/trimaps/american_bulldog_5.png;
dogCatTraining/images/american_bulldog_6.jpg;dogCatTraining/annotations/trimaps/american_bulldog_6.png;
dogCatTraining/images/american_bulldog_7.jpg;dogCatTraining/annotations/trimaps/american_bulldog_7.png;
dogCatTraining/images/american_bulldog_8.jpg;dogCatTraining/annotations/trimaps/american_bulldog_8.png;
dogCatTraining/images/american_bulldog_9.jpg;dogCatTraining/annotations/trimaps/american_bulldog_9.png;
dogCatTraining/images/american_bulldog_10.jpg;dogCatTraining/annotations/trimaps/american_bulldog_10.png;
dogCatTraining/images/american_bulldog_11.jpg;dogCatTraining/annotations/trimaps/american_bulldog_11.png;
dogCatTraining/images/american_bulldog_12.jpg;dogCatTraining/annotations/trimaps/american_bulldog_12.png;
dogCatTraining/images/american_bulldog_13.jpg;dogCatTraining/annotations/trimaps/american_bulldog_13.png;
dogCatTraining/images/american_bulldog_14.jpg;dogCatTraining/annotations/trimaps/american_bulldog_14.png;
dogCatTraining/images/american_bulldog_15.jpg;dogCatTraining/annotations/trimaps/american_bulldog_15.png;
dogCatTraining/images/american_bulldog_16.jpg;dogCatTraining/annotations/trimaps/american_bulldog_16.png;
dogCatTraining/images/american_bulldog_18.jpg;dogCatTraining/annotations/trimaps/american_bulldog_18.png;
dogCatTraining/images/american_bulldog_19.jpg;dogCatTraining/annotations/trimaps/american_bulldog_19.png;
dogCatTraining/images/american_bulldog_20.jpg;dogCatTraining/annotations/trimaps/american_bulldog_20.png;
dogCatTraining/images/american_bulldog_21.jpg;dogCatTraining/annotations/trimaps/american_bulldog_21.png;
dogCatTraining/images/american_bulldog_22.jpg;dogCatTraining/annotations/trimaps/american_bulldog_22.png;
dogCatTraining/images/american_bulldog_23.jpg;dogCatTraining/annotations/trimaps/american_bulldog_23.png;
dogCatTraining/images/american_bulldog_24.jpg;dogCatTraining/annotations/trimaps/american_bulldog_24.png;
dogCatTraining/images/american_bulldog_25.jpg;dogCatTraining/annotations/trimaps/american_bulldog_25.png;
dogCatTraining/images/american_bulldog_26.jpg;dogCatTraining/annotations/trimaps/american_bulldog_26.png;
dogCatTraining/images/american_bulldog_27.jpg;dogCatTraining/annotations/trimaps/american_bulldog_27.png;
dogCatTraining/images/american_bulldog_28.jpg;dogCatTraining/annotations/trimaps/american_bulldog_28.png;
dogCatTraining/images/american_bulldog_29.jpg;dogCatTraining/annotations/trimaps/american_bulldog_29.png;
dogCatTraining/images/american_bulldog_30.jpg;dogCatTraining/annotations/trimaps/american_bulldog_30.png;
dogCatTraining/images/american_bulldog_31.jpg;dogCatTraining/annotations/trimaps/american_bulldog_31.png;
dogCatTraining/images/american_bulldog_32.jpg;dogCatTraining/annotations/trimaps/american_bulldog_32.png;
dogCatTraining/images/american_bulldog_33.jpg;dogCatTraining/annotations/trimaps/american_bulldog_33.png;
dogCatTraining/images/american_bulldog_34.jpg;dogCatTraining/annotations/trimaps/american_bulldog_34.png;
dogCatTraining/images/american_bulldog_35.jpg;dogCatTraining/annotations/trimaps/american_bulldog_35.png;
dogCatTraining/images/american_bulldog_36.jpg;dogCatTraining/annotations/trimaps/american_bulldog_36.png;
dogCatTraining/images/american_bulldog_37.jpg;dogCatTraining/annotations/trimaps/american_bulldog_37.png;
dogCatTraining/images/american_bulldog_38.jpg;dogCatTraining/annotations/trimaps/american_bulldog_38.png;
dogCatTraining/images/american_bulldog_39.jpg;dogCatTraining/annotations/trimaps/american_bulldog_39.png;
dogCatTraining/images/american_bulldog_40.jpg;dogCatTraining/annotations/trimaps/american_bulldog_40.png;
dogCatTraining/images/american_bulldog_41.jpg;dogCatTraining/annotations/trimaps/american_bulldog_41.png;
dogCatTraining/images/american_bulldog_42.jpg;dogCatTraining/annotations/trimaps/american_bulldog_42.png;
dogCatTraining/images/american_bulldog_43.jpg;dogCatTraining/annotations/trimaps/american_bulldog_43.png;
dogCatTraining/images/american_bulldog_44.jpg;dogCatTraining/annotations/trimaps/american_bulldog_44.png;
dogCatTraining/images/american_bulldog_45.jpg;dogCatTraining/annotations/trimaps/american_bulldog_45.png;
dogCatTraining/images/american_bulldog_46.jpg;dogCatTraining/annotations/trimaps/american_bulldog_46.png;
dogCatTraining/images/american_bulldog_47.jpg;dogCatTraining/annotations/trimaps/american_bulldog_47.png;
dogCatTraining/images/american_bulldog_48.jpg;dogCatTraining/annotations/trimaps/american_bulldog_48.png;
dogCatTraining/images/american_bulldog_49.jpg;dogCatTraining/annotations/trimaps/american_bulldog_49.png;
dogCatTraining/images/american_bulldog_50.jpg;dogCatTraining/annotations/trimaps/american_bulldog_50.png;
dogCatTraining/images/american_bulldog_51.jpg;dogCatTraining/annotations/trimaps/american_bulldog_51.png;
dogCatTraining/images/american_bulldog_52.jpg;dogCatTraining/annotations/trimaps/american_bulldog_52.png;
dogCatTraining/images/american_bulldog_53.jpg;dogCatTraining/annotations/trimaps/american_bulldog_53.png;
dogCatTraining/images/american_bulldog_54.jpg;dogCatTraining/annotations/trimaps/american_bulldog_54.png;
dogCatTraining/images/american_bulldog_55.jpg;dogCatTraining/annotations/trimaps/american_bulldog_55.png;
dogCatTraining/images/american_bulldog_56.jpg;dogCatTraining/annotations/trimaps/american_bulldog_56.png;
dogCatTraining/images/american_bulldog_57.jpg;dogCatTraining/annotations/trimaps/american_bulldog_57.png;
dogCatTraining/images/american_bulldog_58.jpg;dogCatTraining/annotations/trimaps/american_bulldog_58.png;
dogCatTraining/images/american_bulldog_59.jpg;dogCatTraining/annotations/trimaps/american_bulldog_59.png;
dogCatTraining/images/american_bulldog_60.jpg;dogCatTraining/annotations/trimaps/american_bulldog_60.png;
dogCatTraining/images/american_bulldog_61.jpg;dogCatTraining/annotations/trimaps/american_bulldog_61.png;
dogCatTraining/images/american_bulldog_62.jpg;dogCatTraining/annotations/trimaps/american_bulldog_62.png;
dogCatTraining/images/american_bulldog_63.jpg;dogCatTraining/annotations/trimaps/american_bulldog_63.png;
dogCatTraining/images/american_bulldog_64.jpg;dogCatTraining/annotations/trimaps/american_bulldog_64.png;
dogCatTraining/images/american_bulldog_65.jpg;dogCatTraining/annotations/trimaps/american_bulldog_65.png;
dogCatTraining/images/american_bulldog_66.jpg;dogCatTraining/annotations/trimaps/american_bulldog_66.png;
dogCatTraining/images/american_bulldog_67.jpg;dogCatTraining/annotations/trimaps/american_bulldog_67.png;
dogCatTraining/images/american_bulldog_68.jpg;dogCatTraining/annotations/trimaps/american_bulldog_68.png;
dogCatTraining/images/american_bulldog_69.jpg;dogCatTraining/annotations/trimaps/american_bulldog_69.png;
dogCatTraining/images/american_bulldog_70.jpg;dogCatTraining/annotations/trimaps/american_bulldog_70.png;
dogCatTraining/images/american_bulldog_71.jpg;dogCatTraining/annotations/trimaps/american_bulldog_71.png;
dogCatTraining/images/american_bulldog_72.jpg;dogCatTraining/annotations/trimaps/american_bulldog_72.png;
